[2024-02-29 09:34:48]|||{"logger":"i.l.core.protocol.ConnectionWatchdog", "thread":"lettuce-eventExecutorLoop-1-5", "msg":"Reconnecting, last destination was 192.168.189.128:6379"}
[2024-02-29 10:20:33]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"checking username:null"}
[2024-02-29 10:20:33]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:20:33]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"/users/info - cost:	21"}
[2024-02-29 10:20:38]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-3", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:20:38]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-3", "msg":"checking username:null"}
[2024-02-29 10:20:38]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-3", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:20:38]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-3", "msg":"/users/info - cost:	1"}
[2024-02-29 10:21:24]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-2", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:21:24]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-2", "msg":"checking username:null"}
[2024-02-29 10:21:44]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-2", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:21:44]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-2", "msg":"/users/info - cost:	19968"}
[2024-02-29 10:26:47]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-6", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:26:47]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-6", "msg":"checking username:null"}
[2024-02-29 10:26:47]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-6", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:26:47]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-6", "msg":"/users/info - cost:	1"}
[2024-02-29 10:26:53]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-9", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:26:53]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-9", "msg":"checking username:null"}
[2024-02-29 10:26:53]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-9", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:26:53]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-9", "msg":"/users/info - cost:	5"}
[2024-02-29 10:26:57]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-10", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:26:57]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-10", "msg":"checking username:null"}
[2024-02-29 10:27:12]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-10", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:27:12]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-10", "msg":"/users/info - cost:	15328"}
[2024-02-29 10:27:30]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-4", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:27:30]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-4", "msg":"checking username:null"}
[2024-02-29 10:27:30]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-4", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:27:30]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-4", "msg":"/users/info - cost:	1"}
[2024-02-29 10:28:19]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-7", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:28:19]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-7", "msg":"checking username:null"}
[2024-02-29 10:28:19]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-7", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:28:19]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-7", "msg":"/users/info - cost:	5"}
[2024-02-29 10:28:29]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-5", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:28:29]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-5", "msg":"checking username:null"}
[2024-02-29 10:28:44]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-5", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:28:44]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-5", "msg":"/users/info - cost:	15302"}
[2024-02-29 10:30:23]|||{"logger":"c.c.blog.common.util.JwtTokenUtil", "thread":"http-nio-0.0.0.0-8080-exec-8", "msg":"JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImNyZWF0ZSI6MTcwOTExMzY5MzIwMCwiZXhwIjoxNzA5MTE1NDkzfQ.d-9VFFVb0uRaz9q_MUxzWQdsOZ7BbAQNWf4kcROZg9gIU-nrvtD7bCx3NsPXMJlO9b4m87j8nTleoGCCX1QptA"}
[2024-02-29 10:30:23]|||{"logger":"c.c.b.w.s.f.JwtAuthenticationTokenFilter", "thread":"http-nio-0.0.0.0-8080-exec-8", "msg":"checking username:null"}
[2024-02-29 10:30:23]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-8", "msg":"Resolved [java.lang.ClassCastException: java.lang.String cannot be cast to com.coding.blog.service.model.AdminUserDetails]"}
[2024-02-29 10:30:23]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-8", "msg":"/users/info - cost:	1"}
[2024-02-29 10:30:37]|||{"logger":"c.c.b.s.s.impl.UsersServiceImpl", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"根据用户15找到资源"}
[2024-02-29 10:30:56]|||{"logger":"c.c.b.s.s.impl.UsersServiceImpl", "thread":"http-nio-0.0.0.0-8080-exec-3", "msg":"根据用户15找到资源"}
[2024-02-29 10:30:59]|||{"logger":"i.l.core.protocol.ConnectionWatchdog", "thread":"lettuce-eventExecutorLoop-1-8", "msg":"Reconnecting, last destination was /192.168.189.128:6379"}
[2024-02-29 10:30:59]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"Resolved [org.springframework.data.redis.RedisSystemException: Redis exception; nested exception is io.lettuce.core.RedisException: java.io.IOException: 远程主机强迫关闭了一个现有的连接。]"}
[2024-02-29 10:30:59]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"/users/login - cost:	21589"}
[2024-02-29 10:31:09]|||{"logger":"i.l.core.protocol.ConnectionWatchdog", "thread":"lettuce-nioEventLoop-4-3", "msg":"Cannot reconnect to [192.168.189.128:6379]: connection timed out: /192.168.189.128:6379"}
[2024-02-29 10:31:09]|||{"logger":"i.l.core.protocol.ConnectionWatchdog", "thread":"lettuce-eventExecutorLoop-1-9", "msg":"Reconnecting, last destination was 192.168.189.128:6379"}
[2024-02-29 10:31:19]|||{"logger":"i.l.core.protocol.ConnectionWatchdog", "thread":"lettuce-nioEventLoop-4-4", "msg":"Cannot reconnect to [192.168.189.128:6379]: connection timed out: /192.168.189.128:6379"}
[2024-02-29 10:31:19]|||{"logger":"i.l.core.protocol.ConnectionWatchdog", "thread":"lettuce-eventExecutorLoop-1-10", "msg":"Reconnecting, last destination was 192.168.189.128:6379"}
[2024-02-29 10:31:23]|||{"logger":"i.l.core.protocol.ConnectionWatchdog", "thread":"SpringApplicationShutdownHook", "msg":"Cannot reconnect to [192.168.189.128:6379]: java.util.concurrent.CancellationException"}
[2024-02-29 10:31:23]|||{"logger":"c.alibaba.druid.pool.DruidDataSource", "thread":"SpringApplicationShutdownHook", "msg":"{dataSource-1} closing ..."}
[2024-02-29 10:31:23]|||{"logger":"c.alibaba.druid.pool.DruidDataSource", "thread":"SpringApplicationShutdownHook", "msg":"{dataSource-1} closed"}
[2024-02-29 10:31:28]|||{"logger":"c.c.blog.web.CodingBlogApplication", "thread":"restartedMain", "msg":"Starting CodingBlogApplication using Java 1.8.0_101 on DESKTOP-4C76UQ5 with PID 1124 (D:\JavaCount\project\SpringBootProject\coding-blog\coding-web\target\classes started by Administrator in D:\JavaCount\project\SpringBootProject\coding-blog)"}
[2024-02-29 10:31:28]|||{"logger":"c.c.blog.web.CodingBlogApplication", "thread":"restartedMain", "msg":"No active profile set, falling back to 1 default profile: "default""}
[2024-02-29 10:31:28]|||{"logger":"o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor", "thread":"restartedMain", "msg":"Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable"}
[2024-02-29 10:31:28]|||{"logger":"o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor", "thread":"restartedMain", "msg":"For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'"}
[2024-02-29 10:31:29]|||{"logger":"o.s.d.r.c.RepositoryConfigurationDelegate", "thread":"restartedMain", "msg":"Multiple Spring Data modules found, entering strict repository configuration mode"}
[2024-02-29 10:31:29]|||{"logger":"o.s.d.r.c.RepositoryConfigurationDelegate", "thread":"restartedMain", "msg":"Bootstrapping Spring Data Redis repositories in DEFAULT mode."}
[2024-02-29 10:31:29]|||{"logger":"o.s.d.r.c.RepositoryConfigurationDelegate", "thread":"restartedMain", "msg":"Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces."}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'adminRoleRelationMapper' and 'com.coding.blog.service.mapper.AdminRoleRelationMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'commentsMapper' and 'com.coding.blog.service.mapper.CommentsMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'linksMapper' and 'com.coding.blog.service.mapper.LinksMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'menuMapper' and 'com.coding.blog.service.mapper.MenuMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'pictureMapper' and 'com.coding.blog.service.mapper.PictureMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'postTagMapper' and 'com.coding.blog.service.mapper.PostTagMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'postTagRelationMapper' and 'com.coding.blog.service.mapper.PostTagRelationMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'postsMapper' and 'com.coding.blog.service.mapper.PostsMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'resourceCategoryMapper' and 'com.coding.blog.service.mapper.ResourceCategoryMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'resourceMapper' and 'com.coding.blog.service.mapper.ResourceMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'roleMapper' and 'com.coding.blog.service.mapper.RoleMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'roleMenuRelationMapper' and 'com.coding.blog.service.mapper.RoleMenuRelationMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'roleResourceRelationMapper' and 'com.coding.blog.service.mapper.RoleResourceRelationMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'siteMapper' and 'com.coding.blog.service.mapper.SiteMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'termRelationshipsMapper' and 'com.coding.blog.service.mapper.TermRelationshipsMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'termTaxonomyMapper' and 'com.coding.blog.service.mapper.TermTaxonomyMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"Skipping MapperFactoryBean with name 'usersMapper' and 'com.coding.blog.service.mapper.UsersMapper' mapperInterface. Bean already defined with the same name!"}
[2024-02-29 10:31:29]|||{"logger":"o.m.s.mapper.ClassPathMapperScanner", "thread":"restartedMain", "msg":"No MyBatis mapper was found in '[com.coding.blog.service.mapper]' package. Please check your configuration."}
[2024-02-29 10:31:30]|||{"logger":"o.s.b.w.e.tomcat.TomcatWebServer", "thread":"restartedMain", "msg":"Tomcat initialized with port(s): 8080 (http)"}
[2024-02-29 10:31:30]|||{"logger":"o.a.c.core.AprLifecycleListener", "thread":"restartedMain", "msg":"An older version [1.2.14] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.38]"}
[2024-02-29 10:31:30]|||{"logger":"o.a.c.core.AprLifecycleListener", "thread":"restartedMain", "msg":"Loaded Apache Tomcat Native library [1.2.14] using APR version [1.6.2]."}
[2024-02-29 10:31:30]|||{"logger":"o.a.c.core.AprLifecycleListener", "thread":"restartedMain", "msg":"APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false]."}
[2024-02-29 10:31:30]|||{"logger":"o.a.c.core.AprLifecycleListener", "thread":"restartedMain", "msg":"APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]"}
[2024-02-29 10:31:31]|||{"logger":"o.a.c.core.AprLifecycleListener", "thread":"restartedMain", "msg":"OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]"}
[2024-02-29 10:31:31]|||{"logger":"o.a.coyote.http11.Http11NioProtocol", "thread":"restartedMain", "msg":"Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]"}
[2024-02-29 10:31:31]|||{"logger":"o.a.catalina.core.StandardService", "thread":"restartedMain", "msg":"Starting service [Tomcat]"}
[2024-02-29 10:31:31]|||{"logger":"o.a.catalina.core.StandardEngine", "thread":"restartedMain", "msg":"Starting Servlet engine: [Apache Tomcat/9.0.82]"}
[2024-02-29 10:31:31]|||{"logger":"o.a.c.c.C.[Tomcat].[localhost].[/]", "thread":"restartedMain", "msg":"Initializing Spring embedded WebApplicationContext"}
[2024-02-29 10:31:31]|||{"logger":"o.s.b.w.s.c.ServletWebServerApplicationContext", "thread":"restartedMain", "msg":"Root WebApplicationContext: initialization completed in 2875 ms"}
[2024-02-29 10:31:32]|||{"logger":"c.alibaba.druid.pool.DruidDataSource", "thread":"restartedMain", "msg":"{dataSource-1} inited"}
[2024-02-29 10:31:32]|||{"logger":"c.c.b.w.s.c.DynamicSecurityFilter", "thread":"restartedMain", "msg":"Could not validate configuration attributes as the SecurityMetadataSource did not return any attributes from getAllConfigAttributes()"}
[2024-02-29 10:31:32]|||{"logger":"c.c.b.s.s.i.oss.impl.AliOssWrapper", "thread":"restartedMain", "msg":"init ossClient"}
[2024-02-29 10:31:33]|||{"logger":"o.s.s.web.DefaultSecurityFilterChain", "thread":"restartedMain", "msg":"Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@697eef3b, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5e8f712a, org.springframework.security.web.context.SecurityContextPersistenceFilter@2f66eeb6, org.springframework.security.web.header.HeaderWriterFilter@2c41db2a, org.springframework.security.web.authentication.logout.LogoutFilter@7fd307e4, com.coding.blog.web.security.filter.JwtAuthenticationTokenFilter@62a47c28, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@23d91267, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@f00e1d4, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5f8bbb19, org.springframework.security.web.session.SessionManagementFilter@59bf80fe, org.springframework.security.web.access.ExceptionTranslationFilter@3a212882, com.coding.blog.web.security.config.DynamicSecurityFilter@260373d8, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2d892a83]"}
[2024-02-29 10:31:33]|||{"logger":"o.s.b.d.a.OptionalLiveReloadServer", "thread":"restartedMain", "msg":"LiveReload server is running on port 35729"}
[2024-02-29 10:31:34]|||{"logger":"o.a.coyote.http11.Http11NioProtocol", "thread":"restartedMain", "msg":"Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]"}
[2024-02-29 10:31:34]|||{"logger":"o.s.b.w.e.tomcat.TomcatWebServer", "thread":"restartedMain", "msg":"Tomcat started on port(s): 8080 (http) with context path ''"}
[2024-02-29 10:31:34]|||{"logger":"c.c.blog.web.CodingBlogApplication", "thread":"restartedMain", "msg":"Started CodingBlogApplication in 6.787 seconds (JVM running for 7.817)"}
[2024-02-29 10:31:43]|||{"logger":"o.a.c.c.C.[Tomcat].[localhost].[/]", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"Initializing Spring DispatcherServlet 'dispatcherServlet'"}
[2024-02-29 10:31:43]|||{"logger":"o.s.web.servlet.DispatcherServlet", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"Initializing Servlet 'dispatcherServlet'"}
[2024-02-29 10:31:43]|||{"logger":"o.s.web.servlet.DispatcherServlet", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"Completed initialization in 1 ms"}
[2024-02-29 10:31:43]|||{"logger":"c.c.b.s.s.impl.UsersServiceImpl", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"根据用户15找到资源"}
[2024-02-29 10:31:53]|||{"logger":"o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"Resolved [org.springframework.data.redis.RedisConnectionFailureException: Unable to connect to Redis; nested exception is io.lettuce.core.RedisConnectionException: Unable to connect to 192.168.189.128:6379]"}
[2024-02-29 10:31:53]|||{"logger":"c.c.blog.web.filter.ReqRecordFilter", "thread":"http-nio-0.0.0.0-8080-exec-1", "msg":"/users/login - cost:	10652"}
[2024-02-29 10:32:20]|||{"logger":"c.c.b.s.s.impl.UsersServiceImpl", "thread":"http-nio-0.0.0.0-8080-exec-2", "msg":"根据用户15找到资源"}
